"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"36866","19040","mea","1","","length","1150","",""
"36868","19041","mea","1","","length","2175","",""
"36869","19042","mea","1","","length","2400","",""
"36870","19043","mea","1","","length","2350","",""
"36871","19044","mea","1","","length","1340","",""
"36872","19045","mea","1","","length","1540","",""
"36873","19046","mea","1","","length","1700","",""
"36874","19047","mea","1","","length","2140","",""
"36875","19048","mea","1","","length","890","",""
"36876","19049","mea","1","","length","1550","",""
"36877","19050","mea","1","","length","900","",""
"36878","19051","mea","1","","length","940","",""
"36879","19052","mea","1","","length","1600","",""
"36880","19053","mea","1","","length","1930","",""
"36881","19054","mea","1","","length","1050","",""
"36882","19055","mea","1","","length","890","",""
"36883","19056","mea","1","","length","925","",""
"36884","19057","mea","1","","length","1610","",""
"36885","19058","mea","1","","length","950","",""
"36886","19059","mea","1","","length","960","",""
"36887","19060","mea","1","","length","1190","",""
"36888","19061","mea","1","","length","2040","",""
"142103","19061","mea","1","","width","240","",""
"36889","19062","mea","1","","length","1124","",""
"36890","19063","mea","1","","length","2030","",""
"36891","19064","mea","1","","length","2190","",""
"36892","19065","mea","1","","length","2420","",""
"36893","19066","mea","1","","length","2370","",""
"36894","19067","mea","1","","length","1950","",""
"36895","19068","mea","1","","length","1130","",""
"36896","19069","mea","1","","length","1900","",""
"36897","19069","mea","1","","circumference","1100","",""
"36898","19070","mea","1","","length","1120","",""
"36899","19071","mea","1","","length","1170","",""
"36901","19072","mea","1","","length","240","",""
"36902","19073","mea","1","","width","155","",""
"36903","19074","mea","1","","length","298","",""
"36904","19075","mea","1","","length","415","",""
"36905","19076","mea","1","","length","420","",""
"36906","19077","mea","1","","length","240","",""
"36907","19078","mea","1","","length","562","",""
"36908","19079","mea","1","","width","78","",""
"36909","19079","mea","1","","length","765","",""
"36910","19080","mea","1","","length","625","",""
"36911","19081","mea","1","","length","630","",""
"36912","19082","mea","1","","length","781","",""
"36913","19083","mea","1","","length","1100","",""
"36914","19084","mea","1","","length","615","",""
"36915","19085","mea","1","","length","1005","",""
"36916","19086","mea","1","","length","968","",""
"36917","19087","mea","1","","length","1055","",""
"36918","19088","mea","1","","length","504.3","",""
"36919","19089","mea","1","","length","672.4","",""
"46494","24844","mea","1","","width","6.2","",""
"46495","24844","mea","1","","length","56","",""
"111614","55832","mea","1","","length","905","",""
"111615","55833","mea","1","","length","600","",""
"111616","55834","mea","1","","length","273","",""
"111617","55835","mea","1","","length","150","",""
"111618","55836","mea","1","","length","710","",""
"111619","55837","mea","1","","length","850","",""
"111620","55838","mea","1","","length","725","",""
"111621","55839","mea","1","","length","350","",""
"111622","55840","mea","1","","length","800","",""
"111623","55841","mea","1","","length","510","",""
"111624","55842","mea","1","","length","220","",""
"111625","55843","mea","1","","length","130","",""
"111626","55844","mea","1","","length","620","",""
"111627","55845","mea","1","","length","650","",""
"111628","55846","mea","1","","length","655","",""
"111629","55847","mea","1","","length","350","",""
"111630","55848","mea","1","","length","630","",""
"111631","55849","mea","1","","length","530","",""
"111632","55850","mea","1","","length","613","",""
"111633","55851","mea","1","","length","623","",""
"111634","55852","mea","1","","length","312","",""
"111635","55853","mea","1","","length","1025","",""
"111636","55854","mea","1","","length","678","",""
"111637","55855","mea","1","","length","760","",""
"111638","55856","mea","1","","length","750","",""
"111639","55857","mea","1","","length","945","",""
"111640","55858","mea","1","","length","1067","",""
"111641","55859","mea","1","","length","1080","",""
"178938","55859","mea","1","","diameter","130","",""
"111642","55860","mea","1","","length","202","",""
"111643","55861","mea","1","","width","11","",""
"111644","55861","mea","1","","length","101","",""
"111645","55862","mea","1","","width","14","",""
"111646","55862","mea","1","","length","140","",""
"111648","55863","mea","1","","width","22","",""
"111649","55863","mea","1","","length","222","",""
"111650","55864","mea","1","","length","470","",""
"111651","55865","mea","1","","length","280","",""
"111652","55866","mea","1","","length","258","",""
"111653","55867","mea","1","","width","77","",""
"111654","55867","mea","1","","length","585","",""
"111655","55868","mea","1","","length","242","",""
"111656","55869","mea","1","","length","144","",""
"111657","55870","mea","1","","width","7.4","",""
"111658","55870","mea","1","","length","92.2","",""
"111659","55871","mea","1","","width","6.6","",""
"111660","55871","mea","1","","length","116.3","",""
"111661","55872","mea","1","","width","9.6","",""
"111662","55872","mea","1","","length","122.7","",""
"111663","55873","mea","1","","width","13.7","",""
"111664","55873","mea","1","","length","134.2","",""
"111665","55874","mea","1","","length","134.9","",""
"111666","55875","mea","1","","width","16.3","",""
"111667","55875","mea","1","","length","200","",""
"111668","55876","mea","1","","length","196","",""
"111669","55877","mea","1","","width","21.4","",""
"111670","55877","mea","1","","length","244","",""
"111671","55878","mea","1","","width","43","",""
"111672","55878","mea","1","","length","507","",""
"111809","55947","mea","1","","width","119.8","",""
"111810","55947","mea","1","","length","331","",""
"111811","55948","mea","1","","length","905","",""
"111812","55949","mea","1","","length","755","",""
"111813","55950","mea","1","","length","715","",""
"111814","55951","mea","1","","width","510","",""
"111815","55951","mea","1","","length","1150","",""
"111816","55952","mea","1","","width","355","",""
"111817","55952","mea","1","","length","460","",""
"111818","55953","mea","1","","length","1415","",""
"111819","55954","mea","1","","length","1015","",""
"111820","55955","mea","1","","length","1095","",""
"111827","55959","mea","1","","length","172","",""
"111828","55960","mea","1","","length","189","",""
"111829","55961","mea","1","","length","201","",""
"111830","55962","mea","1","","length","202","",""
"111833","55964","mea","1","","width","130","",""
"111834","55964","mea","1","","length","812","",""
"111835","55965","mea","1","","length","1234","",""
"111836","55966","mea","1","","length","1300","",""
"111837","55967","mea","1","","length","1070","",""
"111842","55970","mea","1","","length","97","",""
"111843","55971","mea","1","","length","63","",""
"111844","55972","mea","1","","length","72","",""
"111845","55973","mea","1","","length","81","",""
"111846","55974","mea","1","","length","61","",""
"111847","55975","mea","1","","length","94","",""
"111858","55981","mea","1","","width","125","",""
"111859","55981","mea","1","","length","1100","",""
"111878","55991","mea","1","","length","1190","",""
"111879","55992","mea","1","","length","340","",""
"111880","55993","mea","1","","length","938","",""
"111881","55994","mea","1","","length","688","",""
"111882","55995","mea","1","","length","630","",""
"111885","55997","mea","1","","length","647","",""
"111892","56001","mea","1","","width","11","",""
"111893","56001","mea","1","","length","130","",""
"111894","56002","mea","1","","length","220","",""
"111895","56003","mea","1","","length","240","",""
"111896","56004","mea","1","","length","223","",""
"111907","56010","mea","1","","length","70","",""
"111908","56011","mea","1","","length","88","",""
"111909","56012","mea","1","","length","122","",""
"111910","56013","mea","1","","length","160","",""
"111911","56014","mea","1","","length","76","",""
"111912","56015","mea","1","","length","69","",""
"111913","56016","mea","1","","length","147","",""
"111914","56017","mea","1","","length","188","",""
"111915","56018","mea","1","","length","79","",""
"111916","56019","mea","1","","length","70","",""
"111917","56020","mea","1","","length","149","",""
"111918","56021","mea","1","","length","182","",""
"111949","56036","mea","1","","length","215","",""
"111950","56037","mea","1","","length","240","",""
"111951","56038","mea","1","","length","837","",""
"111952","56038","mea","1","","height","708","",""
"111967","56046","mea","1","","length","165","",""
"111968","56047","mea","1","","length","280","",""
"111969","56048","mea","1","","length","280","",""
"111970","56049","mea","1","","length","400","",""
"111971","56050","mea","1","","length","380","",""
"111972","56051","mea","1","","length","510","",""
"111973","56052","mea","1","","length","250","",""
"111974","56053","mea","1","","length","450","",""
"111975","56054","mea","1","","length","119","",""
"111976","56055","mea","1","","length","238","",""
"111977","56056","mea","1","","length","239","",""
"111978","56057","mea","1","","length","253","",""
"111979","56058","mea","1","","length","300","",""
"111980","56059","mea","1","","length","345","",""
"111981","56060","mea","1","","length","157","",""
"111982","56061","mea","1","","length","400","",""
"111983","56062","mea","1","","length","240","",""
"111984","56063","mea","1","","length","270","",""
"111985","56064","mea","1","","length","680","",""
"111986","56065","mea","1","","length","500","",""
"111987","56066","mea","1","","length","717","",""
"111988","56067","mea","1","","length","376","",""
"111989","56068","mea","1","","length","419","",""
"111990","56069","mea","1","","length","794","",""
"111991","56070","mea","1","","length","512","",""
"111996","56073","mea","1","","length","700","",""
"111997","56074","mea","1","","length","647","",""
